product_guid,manufacturer,model_name,camber_profile,camber_profile_confidence,camber_profile_posterior,core_material,core_material_confidence,core_material_posterior,price,price_confidence,price_posterior,availability,availability_confidence,availability_posterior,comparable_board,comparable_board_confidence,comparable_board_posterior,base_material,base_material_confidence,base_material_posterior,recommended_weight_range,recommended_weight_range_confidence,recommended_weight_range_posterior,flex_rating,flex_rating_confidence,flex_rating_posterior,model_first_available_year,model_first_available_year_confidence,model_first_available_year_posterior,tip_tail_width,tip_tail_width_confidence,tip_tail_width_posterior,sidecut_radius,sidecut_radius_confidence,sidecut_radius_posterior,rider_level,rider_level_confidence,rider_level_posterior,warranty,warranty_confidence,warranty_posterior,reviewer_opinion,reviewer_opinion_confidence,reviewer_opinion_posterior,topsheet,topsheet_confidence,topsheet_posterior,board_designer,board_designer_confidence,board_designer_posterior,board_weight,board_weight_confidence,board_weight_posterior,manufacturing_location,manufacturing_location_confidence,manufacturing_location_posterior,carving_rating,carving_rating_confidence,carving_rating_posterior,powder_rating,powder_rating_confidence,powder_rating_posterior,waist_width_at_156,waist_width_at_156_confidence,waist_width_at_156_posterior,recommended_weight_at_159,recommended_weight_at_159_confidence,recommended_weight_at_159_posterior,effective_edge,effective_edge_confidence,effective_edge_posterior,sidecut_radius_at_159,sidecut_radius_at_159_confidence,sidecut_radius_at_159_posterior,tip_tail_width_at_159,tip_tail_width_at_159_confidence,tip_tail_width_at_159_posterior,board_category,board_category_confidence,board_category_posterior,brand,brand_confidence,brand_posterior,mounting_pattern,mounting_pattern_confidence,mounting_pattern_posterior,shape,shape_confidence,shape_posterior,available_sizes,available_sizes_confidence,available_sizes_posterior,model_year,model_year_confidence,model_year_posterior,gender,gender_confidence,gender_posterior,laminate,laminate_confidence,laminate_posterior,product_type,product_type_confidence,product_type_posterior,terrain_suitability,terrain_suitability_confidence,terrain_suitability_posterior,setback,setback_confidence,setback_posterior,negative_aspect,negative_aspect_confidence,negative_aspect_posterior,sustainability_certification,sustainability_certification_confidence,sustainability_certification_posterior,stance_width_range_size,stance_width_range_size_confidence,stance_width_range_size_posterior,edge_hold,edge_hold_confidence,edge_hold_posterior,construction_material_innovation,construction_material_innovation_confidence,construction_material_innovation_posterior,sidewall_material,sidewall_material_confidence,sidewall_material_posterior,positive_aspect,positive_aspect_confidence,positive_aspect_posterior,edge_technology,edge_technology_confidence,edge_technology_posterior,turn_initiation_performance,turn_initiation_performance_confidence,turn_initiation_performance_posterior,sidecut_type,sidecut_type_confidence,sidecut_type_posterior,taper,taper_confidence,taper_posterior,binding_compatibility,binding_compatibility_confidence,binding_compatibility_posterior,chatter_performance,chatter_performance_confidence,chatter_performance_posterior,predecessor_model_name,predecessor_model_name_confidence,predecessor_model_name_posterior,contact_length_size,contact_length_size_confidence,contact_length_size_posterior,return_policy_terms,return_policy_terms_confidence,return_policy_terms_posterior,jibbing_rating_tgr,jibbing_rating_tgr_confidence,jibbing_rating_tgr_posterior,overall_rating_snowboardingprofiles,overall_rating_snowboardingprofiles_confidence,overall_rating_snowboardingprofiles_posterior,speed_rating_tgr,speed_rating_tgr_confidence,speed_rating_tgr_posterior,jumps_rating_tgr,jumps_rating_tgr_confidence,jumps_rating_tgr_posterior,on_snow_feel_tgr,on_snow_feel_tgr_confidence,on_snow_feel_tgr_posterior,pipe_rating_tgr,pipe_rating_tgr_confidence,pipe_rating_tgr_posterior
9sPa6PPn6u,CAPiTA_C3_Worldwide_Core_Srl_Italy,Navigator_158_Miles_Fallon_LTD,Resort_V2_Directional_Flat_Kick_Tech,0.9974,,Hover_Core_Paulownia_Poplar_ultralight,0.9964,,1099.99,0.8571,,evo_REI_Amazon_Buckmans_Blauer_House_SunSki,0.8029,,Jones_Storm_Chaser_Lib_Tech_Orca_Mind_Expander_Deep_Thinker_Warpig_Surfer,0.5112,,Hyperdrive_sintered_UHMW_UHDPE,0.9923,,150_200_lbs_68_91_kg,0.9974,,5.5,0.9790,5.5:0.9790|6.0:0.0210,2018.0,0.8181,,30.5_29.3,0.9974,,8.1_7.0_8.1,0.7055,,Intermediate_to_advanced_not_beginners,0.9022,,2_year_manufacturer_warranty,0.9974,,Surfy_wider_cruisy_turns_slash,0.8671,,Skinless_Core_Ash_Woodgrain_220g_lighter,0.9923,,Miles_Fallon,0.9923,,Felt_light,0.8333,,MotherShip_Feistritz_Carinthia_Austria,0.8447,,Surprisingly_good_decent_all_mountain,0.8371,,Excellent_more_floaty_than_BSOD,0.5119,Excellent_more_floaty_than_BSOD:0.5119|Outstanding_excels_deep_snow:0.4881,25.6,0.9974,,,,,1192.0,0.9737,1192.0:0.9737|1195.0:0.0263,,,,,,,Powder_Resort_Freeride,0.9974,,CAPiTA,0.9923,,Stainless_Steel_4x2_Inserts_4x4_compatible,0.6205,,Directional_with_0_8in_2cm_setback,0.6760,,158cm_only,0.9991,158cm_only:0.9991|155_to_167cm_range:0.0009,2025_2026_season,0.6070,,,,,HolySheet_Tri_Bi_fiberglass,0.6493,,Mens_snowboard,0.9923,,Powder_sidecountry_resort_trees_groomers,0.9974,,,,,Mediocre_hardpack_ice_not_for_frequent_ice,0.8671,,B_Impact_Score_98_9_exceeding_median_50_9,0.9839,,55.9,0.9974,,Only_okay_back_foot_slips_icy,0.8812,,2x30mm_Technora_Flax_Boosters_aramid,0.9923,,Full_ABS1000_Sidewalls,0.6703,,Particularly_good_trees_light_manoeuvrable,0.8904,,360_Degree_HRC48_Steel_Edges,0.6703,,,,,Parabolic_Radical_Taper,0.9974,,12.0,0.7055,,,,,Bucks_bounces_uneven_snow,0.6087,Bucks_bounces_uneven_snow:0.6087|Technora_Flax_reduce_chatter:0.3913,,,,,,,AU_shop_30day_return_store_credit_no_change_of_mind,0.5603,,,,,90.0,0.6087,90.0:0.6087|80.35:0.3913,,,,,,,,,,,,
AAkvfNUooz,Jones_Snowboards_Truckee_California,Mind_Expander_2.0,Directional_Camber_Rocker,0.9635,,Master_Core_Poplar_Paulownia,0.8609,Master_Core_Poplar_Paulownia:0.8609|Boost_Surf_Core_Bamboo_Paulownia_Poplar:0.1391,1079.99,0.9635,,Preorder_as_of_April_2026,0.9635,,Lib_Tech_Orca_Korua_Dart_Storm_Chaser_Gentemstick_others,0.8427,,Sintered_8000_Base,0.9635,,67-91kg,0.9635,,6.0,0.9996,,2018,0.9840,,30.6/29.6,0.9635,,7.4/6.8,0.9635,,Intermediate_and_above,0.9972,,,,,Less_float_than_before_but_turns_much_better_well_rounded,0.8899,,Premium_Topsheet_durable_scratch_resistant,0.9944,,Chris_Christenson_surf_shaper,0.7349,,,,,SWS_factory_Dubai_UAE,0.9945,,,,,,,,30.2,0.9635,,,,,113.6,0.9635,,,,,,,,Freeride_Powder_Alternative_All_Mountain,0.9606,,Jones_Snowboards,0.9945,,2x4_Inserts,0.9635,,Tapered_Directional_High_3D_Contour_Base,0.9635,,142_146_150_154_158_162_166cm,0.6297,142_146_150_154_158_162_166cm:0.6297|142_146_150_154_158_162cm:0.3703,2027,0.7100,,Unisex,0.7349,,Biax_Fiberglass_BComp_Carbon_Flax_Stringer_Bio_Resin,0.9635,,Snowboard,0.7100,,All_Mountain_Powder_Freeride,0.9635,,,,,Not_grippiest_on_ice_edging_shortcomings,0.8427,,Fair_Trade_Certified_via_SWS,0.9840,,56.0,0.9635,,,,,Carbon_pop_flax_chatter_reduction_Bcomp_Swiss,0.9887,,Recycled_ABS_Sidewalls,0.9635,,Powder_trees_slashing_pillow_popping_porpoising,0.9771,,Recycled_German_Steel_Edges,0.9635,,,,,,,,1.0,0.9635,,,,,,,,Jones_Mind_Expander_2018_2025,0.9219,,,,,30_day_return_new_unused_buyer_covers_shipping,0.9923,,,,,,,,,,,,,,,,,,,
AVzDhRI1CH,Burton_Snowboards_B_Corp,Family_Tree_Gril_Master,Directional_Camber_rocker_nose_camber_back,0.9451,,Super_Fly_II_700G_Core,0.9311,,699.99,0.9504,,Discontinued_as_of_2026,0.9569,,Jones_Frontier,0.9248,,Extra_absorbent_high_density_sintered_wax_infused,0.9106,,54-82kg,0.9504,,6.5,0.6588,6.5:0.6588|4-7:0.3412,November_23_2022_limited_100_boards,0.9660,,305/290mm,0.9504,,7.5,0.9504,,Advanced_Expert,0.7338,Advanced_Expert:0.7338|Intermediate_Expert:0.1500|Intermediate:0.1162,3_Year_Warranty,0.9852,,Very_fun_lively_floaty_easy_pop_directional_camber,0.9639,,,,,Marko_Grilo_Grilc,0.9994,,Feels_normal_155cm,0.9569,,Austria_Kiel_Nindl_GMBH,0.8361,,Great,0.9639,,Great,0.9639,,257.0,0.9504,,82-118kg,0.9504,,1146.0,0.9504,,7.8,0.9504,,313.8/298.8mm,0.9504,,All_Mountain_Powder,0.9305,,Burton,0.9997,,The_Channel,0.9359,,Freeride_Directional,0.9333,,130_140_145_150_155_160_165_155W,0.9889,,2024_W24,0.9980,,Gender_neutral_sizing,0.9774,,45_degree_Carbon_Highlights_tip_to_tail,0.9106,,Snowboard,0.9985,,All_Mountain_Powder,0.9007,,25.0,0.9504,,Base_glide_slow_for_price,0.9639,,FSC_Certified,0.8384,,560.0,0.9504,,Medium_Snow,0.9639,,Squeezebox_enhanced_energy_transfer,0.9112,,,,,Super_fun_turning_experience,0.9639,,Frostbite_Edges,0.7492,,Medium_Fast,0.9639,,Balanced_Freeride_Geometry,0.8949,,15.0,0.9333,,Compatible_all_major_bindings,0.9359,,Great,0.9639,,Gril_Master_LTD_2023,0.9965,,1100.0,0.9504,,,,,Average,0.9639,,,,,Great,0.9639,,Great,0.9639,,Semi_Locked_In,0.9639,,Good,0.9639,
AYF3ZPQjRS,CAPiTA_C3_Worldwide,Spring_Break_Powder_Twin,Surf_Camber_Twin,0.9948,,Meta_Core_Poplar_Paulownia_Beech,0.9978,,999.99,0.9200,,Widely_available_multiple_retailers,0.9986,,Bataleon_Party_Wave_Twin_3BT,0.9346,,Powder_Drive_die_cut,0.9978,,120-180lb_54-82kg,0.9948,,5.0,0.9978,,2021,0.9405,,31.6/31.6,0.9554,31.6/31.6:0.9554|31.5:0.0446,6.6,0.9948,,Intermediate_Advanced,0.9333,,NFC_register_online_2_3_day_response,0.9948,,Remarkably_well_rounded_no_one_trick_pony,0.8982,,PLT_Technology,0.9925,,,,,Heavier_per_cm_average_per_area,0.8982,,Austria_Mothership,0.9887,Austria_Mothership:0.9887|China:0.0113,Decent_on_groomers_non_powder_days,0.8982,,Best_twin_in_powder_ever_seen,0.9499,,26.9,0.9554,26.9:0.9554|26.8:0.0446,140-200lb_63-91kg,0.9948,,1138.0,0.9948,,6.7,0.9948,,32.2/32.2,0.9554,32.2/32.2:0.9554|32.1:0.0446,Powder_Resort,0.9948,,CAPiTA,0.9963,,Stainless_Steel_2x4,0.9331,,True_Twin,0.9978,,153_156_159_162,0.9709,153_156_159_162:0.9709|153_156_159:0.0291,2026,0.9978,,Mens,0.6936,,HolySheet_Tri_Bi,0.9953,,Snowboard,0.9963,,MedHigh_groomers_High_powder_Med_jumps_LowMed_jib,0.9948,,0.0,0.9978,,Challenging_width_bumps_tight_trees,0.9499,,,,,55.9cm_22in,0.9948,,Good_not_great_adequate_icy,0.9499,,4x30mm_Carbon_V_Tech,0.9607,4x30mm_Carbon_V_Tech:0.9607|Amplitex_Flax_Carbon_V_Tech:0.0393,Full_ABS1000,0.6927,,Easier_than_expected_rocker_after_bindings,0.9499,,360_Degree_HRC48_Steel,0.6927,,Not_easy_due_to_width_deep_sidecut_helps,0.9499,,Blended_Radial,0.7801,,,,,Standard_2x4_all_brands,0.8800,,Pretty_damp_minimizes_chatter,0.9499,,,,,,,,Up_to_one_year_return,0.7809,,OK_not_most_confidence_inspiring,0.8982,,,,,,,,,,,,,,,,
BWUpjhMSSe,,Alternator,True_Camber_traditional,0.9789,,PowerLite_Core_ultra_lightweight_poplar,0.9513,,999.99,0.9513,,Preorder_2027,0.9822,,CAPiTA_Aeronaut_700USD_more_playful_Alternator_faster,0.9917,,Sintered_Speed_Formula_II,0.9513,,60-80kg_130-175lbs,0.9974,,7.0,0.9843,7.0:0.9843|8.0:0.0157,2024,0.9760,,29.8/29.3,0.9513,,10.8/6.8/10.8,0.9513,,Advanced,0.9025,,Defects_in_material_workmanship_normal_use_not_transferable,0.9948,,Very_old_school_full_camber_fun_dynamic_damp_flex,0.9440,,,,,Torgeir_Bergrem_Mateo_Massitti_Sean_Miskiman_Yuto_Yamada_Griffin_Siebert,0.8152,,Pretty_normal_weight_compared_similar,0.9292,,,,,Praised_carving_prowess_dual_degressive_versatile_turns,0.9692,,Not_bad_in_powder_for_full_camber_size_up,0.9934,,25.4,0.9997,,65-85kg_145-185lbs,0.9974,,,,,11.0/7.3/11.0,0.9513,,30.0/29.5,0.9513,,All_Mountain_Freeride,0.9025,,Nitro,0.9513,,2x4_inserts,0.9513,,Directional,0.9513,,154_157_160_162W,0.9513,,2027,0.9090,,Mens_unisex_womens_variant_separate,0.9344,,Bi_Lite_Laminates_two_directions,0.9897,,Snowboard,0.9513,,10.0,0.9974,,neg1.5,0.9985,,Not_great_jibs_Unforgiving_non_experts_Average_float,0.9692,,FSC_responsibly_sourced_forestry,0.9513,,r48_60s,0.9974,,Very_strong_edge_hold,0.8941,,Carbon_Tape_V_Shape_longitudinal_reinforcement,0.9972,,ABS_Sidewall_35pct_recycled_polymers,0.9948,,Jack_of_all_trades_Capable_Lightweight_Responsive_Stable_Priced,0.9692,,Recycled_Steel_Edge_50pct,0.9948,,Wanted_big_drawn_out_turns,0.8941,,Dual_Degressive_Sidecut,0.9513,,Subtle_minimal_taper,0.9692,,2x4_insert_pattern,0.9513,,Damp_flex_rubbery_absorbs_uneven_snow,0.5500,Damp_flex_rubbery_absorbs_uneven_snow:0.5500|Can_chatter_icy_super_firm:0.4500,,,,111.0,0.9513,,,,,,,,,,,,,,,,,,,,,,
BpxGv47B0Y,Never_Summer_Industries,Mens_Swift,Rocker_Camber_CRC,0.9603,,PowerSurf_Paulownia_Poplar_Birch,0.9642,,1049.99,0.9974,,In_stock_free_shipping,0.9940,,Korua_Dart_Cafe_Racer_Weston_Japow_Moss_Jellyfish_Gentemstick_Barracuda_Soul_Shift_Nidecker_Beta,0.9781,,Durasurf_XT_Sintered_5501_graphite,0.9540,,63_90kg_140_200lbs,0.9300,,7.0,0.9603,,2016,0.9826,,316mm_296mm,0.9300,,Vario_800,0.9300,,Intermediate_to_Expert,0.5851,Intermediate_to_Expert:0.5851|Beginner_to_Expert:0.4149,3_year_limited_warranty,0.9999,,,,,Co_Extruded_Polymer_Topsheet,0.9552,,Tim_Canaday,0.9922,,3140.0,0.9923,,Denver_Colorado_USA,1.0000,,Good,0.9868,,Great,0.9868,,259.0,0.9300,,,,,1170.0,0.9300,,,,,,,,Mellow_Freeride_Snowsurf,0.9880,Mellow_Freeride_Snowsurf:0.9880|Freeride_Powder:0.0120,Never_Summer,0.9977,,2x4_Inserts,0.9300,,Tapered_Directional,0.9603,,153cm_158cm_163cm,0.9603,,2026,0.9991,,Mens,0.9500,,Bi_Lite_Fiberglass,0.9300,,Snowboard,0.9991,,Powder_Freeride_AllMountain_Groomers,0.9300,,85.0,0.9171,85.0:0.9171|83.0:0.0829,Switch_very_difficult_nose_catches,0.9940,,,,,,,,Hard_Snow,0.9984,,,,,UHMW_Sidewalls,0.9300,,Powder_float_universally_praised_effortless,0.9961,,Fullwrap_Metal_Edge_Aluminium_Tail,0.9300,,Medium_Fast,0.9868,,Power_Grip_Sidecut_multiple_radii_flat_middle,0.9300,,20.0,0.9950,,,,,,,,,,,,,,,,,,,,92.8,0.9890,,Good,0.9868,,Good,0.9868,,Semi_Stable,0.9868,,,,
C9Vn2faiNl,,Santoku,True_Camber_traditional_full,0.9974,,Powercore_II_poplar_beech,0.9977,,1099.99,0.9974,,Preorder,0.9974,,Yes_Standard_Jones_MT_Capita_Mercury_Salomon_Assassin_K2_Broadcast,0.6141,,Sintered_Speed_Formula_II,0.9974,,60-80kg,0.9974,,5.0,0.8438,5.0:0.8438|6.0:0.1562,2020,0.8874,,293/293,0.9974,,7.5/5.5/7.5,0.9974,,Intermediate,0.9659,,Free_from_defects_materials_workmanship_normal_use,0.9974,,Playful_buttery_good_turning_fun_all_conditions,0.9416,,,,,Elias_Elhardt,0.9974,,,,,Playmaker_factory_Taiwan,0.9285,,,,,,,,250.0,0.9974,,65-85kg,0.9974,,,,,7.5/5.5/7.6,0.9676,7.5/5.5/7.6:0.9676|7.5/5.5/7.5:0.0324,301/301,0.9974,,All_Mountain,0.8639,All_Mountain:0.8639|All_Mountain_Freestyle:0.1361,Nitro_Snowboards,0.9984,,2x4_Inserts,0.9742,,All_Terrain_Twin,0.9974,,156_159_162W,0.9635,156_159_162W:0.9635|156_159:0.0365,2027,0.9923,,Mens,0.9579,,Bi_Lite_Laminates_two_direction_glass,0.9985,,Snowboard,0.9984,,All_Mountain_Park_All_terrain,0.9659,,0.0,0.9974,,,,,Made_with_100pct_solar_energy,0.9858,,48-60,0.9974,,,,,Carbon_Tape_V_Shape,0.9974,,ABS_35pct_recycled_polymers,0.9974,,,,,Recycled_Steel_Edge_50pct,0.9974,,,,,Dual_Degressive_Sidecut,0.9974,,,,,,,,Lively_chatter_in_chunder_low_dampening,0.9268,,Nitro_Uberspoon,0.9382,,100.5,0.9974,,,,,,,,,,,,,,,,,,,,,,
Cge1q0elpO,,Assassin,Rock_Out_Camber,0.9974,,Aspen_SLCT_Core,0.9966,,719.99,0.9948,,Sold_out,0.9948,,Burton_Custom_CAPiTA_Mercury_Nitro_Team_K2_Broadcast_Yes_Standard_Jones_Mountain_Twin,0.8696,,Sintered_EG,0.9966,,55-85kg,0.9948,,5.0,0.8059,5.0:0.8059|6.0:0.1941,2014,0.9951,,29.3,0.9948,,7.5,0.9948,,Intermediate_to_Advanced,0.9946,,2_year_limited,0.9768,,4.8,0.9785,,ABC_Wrapper_wood_veneer,0.9889,,Victor_Daviet_Nils_Mindnich,0.9931,,,,,,,,,,,,,,25.3,0.9948,,65-90kg,0.9948,,116.0,0.9948,,7.7,0.9948,,29.6,0.9948,,All_Mountain_Freestyle,0.9999,,Salomon,0.9980,,2x4_Inserts,0.8221,2x4_Inserts:0.8221|5x2_Inserts:0.1256|4x2_Inserts:0.0523,Directional_Twin,0.9590,,150_153_156_159_162_165_158W_163W,0.9948,,2026,0.9967,,Mens,0.9966,,BA_MD_Fiberglass,0.9988,,Snowboard,0.9980,,All_Mountain_Powder_Park_Groomers_Backcountry,0.9942,,Slight_setback,0.9968,,,,,FSC_certified_wood,0.9963,,56.0,0.9948,,Good_on_hard_snow_not_on_ice,0.8696,,Popster_Eco_Booster_carbon_bamboo,0.9998,,Royal_Rubber_Rails,0.5455,Royal_Rubber_Rails:0.5455|Recycled_ABS:0.4545,,,,,,,,,,Quadralizer_Sidecut,0.9268,,Nose_1cm_longer_than_tail,0.9971,,,,,Tips_chattery_but_board_absorbs_most,0.8696,,Originally_True_Twin_changed_Directional_Twin_2019,0.9620,,,,,,,,,,,,,,,,,,,,,,,Great_pipe_board,0.9620,
CvHHKqIbHd,,Burton_Custom_30th_Anniversary,Traditional_full_camber,0.9737,,Super_Fly_II_700G_Core,0.9559,,1049.99,0.9984,,Very_limited_quantities_shop_exclusive_reissue,0.9328,,Jones_Mountain_Twin_120_cheaper_similar_versatility,0.9620,,Sintered_WFO_extra_absorbent_high_density,0.9581,,68_91kg_150_200lbs,0.9917,,6.0,0.5910,6.0:0.5910|6.5:0.4090,1995_96_season,0.9965,,294.0,0.9890,,7.8,0.9890,,Intermediate,0.9868,,3_year_warranty,0.9586,,Not_the_one_board_quiver_it_used_to_be,0.9709,,Classic_1996_line_graphics_vary_by_length,0.9599,,,,,2620.0,0.9779,,Kiel_Nindl_GMBH_Austria,0.8653,,,,,,,,252.0,0.9951,,,,,1195.0,0.9890,,7.9,0.9890,,,,,All_Mountain,0.9564,,Burton_Snowboards,0.9950,,The_Channel,0.9737,,Directional_Twin,0.9574,,150_154_156_158_162_154W_158W_162W_166W_170W,0.9973,,2026,0.9985,,Unisex,0.9146,,45_degree_Carbon_Highlights_tip_to_tail,0.9587,,Snowboard,0.9985,,10.0,0.9890,,-12.5,0.9927,,Not_awesome_for_powder_back_leg_burner,0.9793,,100_percent_FSC_certified_cores,0.9997,,530.0,0.9951,,Good_but_not_top_tier,0.9639,,Overbuilt_factory_broken_in_consistent_flex,0.9382,,,,,Super_versatile_feels_good_every_terrain,0.9743,,Frostbite_Edges_enhanced_edge_hold,0.9581,,Surprisingly_easy_edge_to_edge,0.9212,,,,,,,,Compatible_with_all_major_binding_brands,0.9390,,More_damp_than_average_not_bulletproof_in_crud,0.9594,,,,,,,,,,,,,,89.8,0.9726,,,,,,,,,,,,,
D4shrOp8jr,,Slash_Quiver_Slash,True_Camber,0.9964,True_Camber:0.9964|Cam_Out_Camber:0.0036,PowerCore_II_Poplar_Beech,0.9542,,999.99,0.9175,,Available_evo_com,0.9449,,Jones_Hovercraft_2_0_629_95_USD,0.9960,,Sintered_EcoSpeed_HD_Base,0.9942,,60_plus_kg_130_plus_lbs,0.9627,,7.0,0.9610,,Since_at_least_2011,0.9732,,31.2_29.6,0.9627,,7.7_5.7,0.9627,,Advanced_to_Expert,0.9942,,,,,Independent_unpaid_800_plus_boards_tested,0.9346,,EcoGuard_Topsheet_90pct_recycled,0.9942,,,,,Normal_not_heavy_or_light,0.9219,,Playmaker_factory_Taiwan,0.9877,,Great,0.9449,,Good,0.9449,,26.5,0.9627,,,,,,,,,,,,,,Freeride_Powder,0.9245,,Nitro,0.9948,,2x4_Inserts,0.9315,,Tapered_Directional,0.9966,,144_151_156_162cm,0.9315,,2026,0.9943,,Mens,0.9490,,Bi_Lite_Laminates,0.9942,,Snowboard,0.9922,,Freeride_Powder_All_Mountain,0.9952,,2.5,0.9315,,Only_suited_for_back_foot_weighted_turners,0.9548,,Made_with_100pct_solar_energy,0.9175,,,,,Hard_Snow_pretty_good,0.9449,,Convex_nose_transitioning_into_front_binding,0.9660,,ABS_Sidewall,0.9591,,Very_competent_powder_float,0.9449,,Recycled_Steel_Edge,0.9591,,Medium_Fast,0.9449,,Progressive_Sidecut,0.9942,,,,,,,,Good,0.9449,,,,,107.0,0.9627,,,,,Average,0.9449,,,,,Great,0.9449,,Good,0.9449,,Semi_locked_in,0.9449,,Good,0.9449,
Dm94yBeX8K,Nitro_AG_Switzerland,Cannon,Cam_Out_Camber,0.9945,,PowerCore_II_poplar_beech,0.9833,,1099.99,0.9042,,Preorder,0.9042,,Korua_Dart_swallowtail_surfy_nimble,0.8155,,85pct_post_industrial_Ptex,0.9042,,70plus_kg,0.9044,,7.0,0.9866,,2018,0.9449,,300mm_210mm,0.9917,,7.1m_6.3m,0.8069,7.1m_6.3m:0.8069|7.1m_8.9m:0.1931,Advanced_to_Expert,0.9219,,Defects_in_material_and_workmanship,0.9945,,Crazy_big_board_functional_quiver_ride,0.8546,,EcoGuard_Topsheet_90pct_recycled,0.9923,,Bryan_Fox_Marcus_Kleveland_Markus_Keller,0.9866,,,,,,,,Fun_to_turn_carve_likes_open_spaces,0.8856,,,,,,,,,,,,,,,,,,,,Freeride_Powder,0.9219,,Nitro,0.9945,,2x4_inserts_10_Pack,0.9626,,Tapered_Swallowtail_Directional,0.9945,,163cm_and_203cm,0.9202,,2027,0.9122,,Unisex_marketed_as_Mens,0.7046,,Bi_Lite_Laminates,0.9278,,Snowboard,0.9945,,freeride_powder_ts,0.9042,,neg25.0,0.9044,,Challenging_tight_spaces_without_momentum,0.5629,,32.2,0.9866,,52_to_64cm,0.9044,,Grippy_no_complaints_even_fast_icy_turns,0.7778,,,,,ABS_Sidewall,0.9278,,Exceptional_powder_float_more_than_Dupraz_D1,0.7113,,Recycled_Steel_Edge_50pct,0.9923,,Slow_but_manageable_best_for_long_turns,0.9990,,Progressive_Sidecut,0.9866,,,,,,,,Nose_chatter_high_speed_cosmetic_not_performance,0.7329,,,,,1060.0,0.9044,,,,,,,,,,,,,,,,,,,,,,
Dvxb550TR1,,ThunderStorm,Low_Camber,0.6146,Low_Camber:0.6146|Medium_Camber_3BT_SideKick:0.3854,Ultra_Light_Core_Poplar_Paulownia,0.7400,,959.99,0.7800,,In_stock_now_2026,0.9346,,Jones_Flagship,0.7004,,Ultra_Glide_S_premium_7000_sintered,0.9905,,68_to_88kg,0.9554,68_to_88kg:0.9554|65_to_85kg:0.0446,6.0,0.9906,,2023_2024_season,0.9517,,30.1_29.6,0.9554,30.1_29.6:0.9554|30.2_29.5:0.0446,7.5,0.7400,,Advanced,0.7400,,2_plus_1_year_register_for_3rd,0.9905,,,,,Step_Down_Rails_Top_3D_reduces_weight_precision,0.9905,,,,,2600.0,0.9626,,Saudi_Arabia,0.5447,Saudi_Arabia:0.5447|Uncertain_moved_multiple_times:0.3152,,,,,,,25.6,0.7400,,,,,117.0,0.7400,,7.6,0.7400,,,,,Freeride_Powder,0.7800,,Bataleon,0.9984,,2x4_config_24_German_stainless_inserts,0.9905,,Tapered_Directional,0.9870,,144N_148N_152N_154_156_158_161_156W_159W_162W,0.9637,144N_148N_152N_154_156_158_161_156W_159W_162W:0.9637|156_158_161_156W_159W_162W:0.0363,2027,0.7800,,Unisex_listed_as_Mens_by_some,0.9905,,Tri_Ax_three_way_fiberglass_weave,0.9434,,Snowboard,0.9984,,Freeride_Powder_Resort_Groomers,0.7400,,10.0,0.9449,,First_day_grabby_edge_catching_improved_day2,0.9396,,,,,55.0,0.7400,,Good_for_firm_to_hard_snow,0.9449,,DST_Dual_SuperTubes_hollow_carbon_cylinders,0.9967,,Flex_Walls_urethane_poured_shock_absorbing,0.9905,,Responsive_wrecks_powder_and_groomers,0.6892,,,,,,,,Single_radius_sidecut,0.7400,,6.0,0.9396,,Standard_insert_compatible_non_Burton_EST,0.8941,,,,,Thunder_mens_and_Storm_womens_merged,0.9979,,,,,45_day_returns,0.9905,,,,,84.4,0.9554,,,,,,,,,,,,,
