product_guid,manufacturer,model_name,camber_profile,camber_profile_confidence,camber_profile_posterior,core_material,core_material_confidence,core_material_posterior,price,price_confidence,price_posterior,availability,availability_confidence,availability_posterior,comparable_board,comparable_board_confidence,comparable_board_posterior,base_material,base_material_confidence,base_material_posterior,recommended_weight_range,recommended_weight_range_confidence,recommended_weight_range_posterior,flex_rating,flex_rating_confidence,flex_rating_posterior,model_first_available_year,model_first_available_year_confidence,model_first_available_year_posterior,tip_tail_width,tip_tail_width_confidence,tip_tail_width_posterior,sidecut_radius,sidecut_radius_confidence,sidecut_radius_posterior,rider_level,rider_level_confidence,rider_level_posterior,warranty,warranty_confidence,warranty_posterior,reviewer_opinion,reviewer_opinion_confidence,reviewer_opinion_posterior,topsheet,topsheet_confidence,topsheet_posterior,board_designer,board_designer_confidence,board_designer_posterior,board_weight,board_weight_confidence,board_weight_posterior,manufacturing_location,manufacturing_location_confidence,manufacturing_location_posterior,carving_rating,carving_rating_confidence,carving_rating_posterior,powder_rating,powder_rating_confidence,powder_rating_posterior,waist_width_at_156,waist_width_at_156_confidence,waist_width_at_156_posterior,recommended_weight_at_159,recommended_weight_at_159_confidence,recommended_weight_at_159_posterior,effective_edge,effective_edge_confidence,effective_edge_posterior,sidecut_radius_at_159,sidecut_radius_at_159_confidence,sidecut_radius_at_159_posterior,tip_tail_width_at_159,tip_tail_width_at_159_confidence,tip_tail_width_at_159_posterior,board_category,board_category_confidence,board_category_posterior,brand,brand_confidence,brand_posterior,mounting_pattern,mounting_pattern_confidence,mounting_pattern_posterior,shape,shape_confidence,shape_posterior,available_sizes,available_sizes_confidence,available_sizes_posterior,model_year,model_year_confidence,model_year_posterior,gender,gender_confidence,gender_posterior,laminate,laminate_confidence,laminate_posterior,product_type,product_type_confidence,product_type_posterior,terrain_suitability,terrain_suitability_confidence,terrain_suitability_posterior,setback,setback_confidence,setback_posterior,negative_aspect,negative_aspect_confidence,negative_aspect_posterior,sustainability_certification,sustainability_certification_confidence,sustainability_certification_posterior,stance_width_range_size,stance_width_range_size_confidence,stance_width_range_size_posterior,edge_hold,edge_hold_confidence,edge_hold_posterior,construction_material_innovation,construction_material_innovation_confidence,construction_material_innovation_posterior,sidewall_material,sidewall_material_confidence,sidewall_material_posterior,positive_aspect,positive_aspect_confidence,positive_aspect_posterior,edge_technology,edge_technology_confidence,edge_technology_posterior,turn_initiation_performance,turn_initiation_performance_confidence,turn_initiation_performance_posterior,sidecut_type,sidecut_type_confidence,sidecut_type_posterior,taper,taper_confidence,taper_posterior,binding_compatibility,binding_compatibility_confidence,binding_compatibility_posterior,chatter_performance,chatter_performance_confidence,chatter_performance_posterior,predecessor_model_name,predecessor_model_name_confidence,predecessor_model_name_posterior,contact_length_size,contact_length_size_confidence,contact_length_size_posterior,return_policy_terms,return_policy_terms_confidence,return_policy_terms_posterior,jibbing_rating_tgr,jibbing_rating_tgr_confidence,jibbing_rating_tgr_posterior,overall_rating_snowboardingprofiles,overall_rating_snowboardingprofiles_confidence,overall_rating_snowboardingprofiles_posterior,speed_rating_tgr,speed_rating_tgr_confidence,speed_rating_tgr_posterior,jumps_rating_tgr,jumps_rating_tgr_confidence,jumps_rating_tgr_posterior,on_snow_feel_tgr,on_snow_feel_tgr_confidence,on_snow_feel_tgr_posterior,pipe_rating_tgr,pipe_rating_tgr_confidence,pipe_rating_tgr_posterior
J0feyXOlNL,Rome_SDS,Agent,,0.9963,,0.65,0.5563,Pop_Core_Poplar_Paulownia:0.5563|Fully_Poplar_Core:0.4284,949.99,0.8974,,0.5,0.8000,,Burton_Custom_Salomon_Assassin_YES_Standard_Capita_DOA_Ride_Burnout_Nitro_Team_Arbor_Coda,0.4199,,SinterStrong_Sintered,0.9963,,70.0,0.9945,,6.5,0.6982,,2001,0.9295,,,,,8.11,0.9945,,Low_intermediate_beginner_to_advanced_expert_park,0.3651,Low_intermediate_beginner_to_advanced_expert_park:0.3651|Intermediate_to_Advanced:0.3347|Intermediate:0.2869,,,,0.85,0.8000,,,,,,,,3100,0.9350,,,,,,,,,,,25.7,0.9945,,75.5,0.8000,,121.9,0.9945,,,,,,,,,0.8602,,Rome,0.9963,,2x4_Inserts,0.8602,,True_Twin,0.9963,,148_151_154_155W_157_158W_160_161W,0.7394,148_151_154_155W_157_158W_160_161W:0.7394|154_157_155W:0.2542,2027,0.8974,,Mens,0.9923,,Biax_Upper_Glass,0.8974,,Snowboard,0.9963,,7.0,0.8602,,0.0,0.9963,,0.3,0.8000,,,,,52.8,0.7000,,,,,Twin_Single_Bamboo_Omega_HotRods,0.8974,,,,,0.65,0.6000,,,,,2.5,0.6000,,Radial_Sidecut,0.9963,,,,,,,,,,,Continues_year_over_year_incremental_updates,0.8475,,107.0,0.9945,,0.75,0.8000,,,,,87.0,0.9350,,,,,,,,,,,,,
JAWS7vetxZ,,Dark_Horse,,0.9996,,0.6,0.7000,,949.99,0.9465,,0.5,0.7000,,Better_option_for_riders_wanting_powder_performance,0.8824,,Superdrive_Base_sintruded_hybrid,0.9996,,68.0,0.9945,,6.0,0.9445,,2026,0.9970,,29.7,0.9975,,8.0,0.9975,,,,,2.0,0.8000,,,,,PLT_Topsheet_Pearlescent_Screen_Gloss_Matte,0.9976,,,,,2620.0,0.9735,,Feistritz_Carinthia_Austria_MotherShip,0.9950,,,,,,,,25.4,0.9945,,,,,118.8,0.9945,,,,,,,,,0.9988,,CAPiTA,0.9977,,2x4_Inserts,0.6931,,True_Twin_symmetrical,0.9975,,148_150_152_154_156_158cm,0.9996,,2027,0.9139,,Mens,0.9101,,HOLYSHEET_Tri_Bi_fiberglass,0.9945,,Snowboard,0.9977,,8.0,0.9062,,0.0,0.9975,,0.6,0.8000,,100pct_self_generated_clean_energy,0.9996,,53.3,0.9945,,,0.9342,,2x30mm_Carbon_Aramid_Boosters,0.9975,,,,,0.8,0.8000,,,,,4.0,0.9554,,Radial_single_radius,0.9975,,0.0,0.9945,,Union_Ultra_medium_flex_jumps_pressing,0.9190,,,0.9342,,CAPiTA_Outsiders,0.9970,,,,,0.8,0.8000,,,,,84.4,0.9554,,,,,,,,,,,,,
JP2TzCtiXM,Mervin_Manufacturing,dPr_Developmental_Project_Realized,,0.9975,,0.75,0.8000,,799.99,0.9513,,0.5,0.8000,,CAPiTA_DOA_679_95_industry_standard_freestyle_all_mountain,0.8475,,Knife_Cut_TNT_Base,0.9522,,55.0,0.6000,,6.0,0.5063,6.0:0.5063|5.0:0.3720|4.5:0.1217,2025,0.8000,,29.5,0.9974,,7.6,0.9974,,Intermediate_to_Advanced,0.9992,,1.0,0.7858,,,,,Eco_Sublimated_Poly_Texture_Topsheet,0.8600,,Led_by_Travis_Rice,0.6386,,,,,Sequim_Washington_USA,0.9971,,,,,,,,25.5,0.9974,,57.5,0.6000,,,,,7.7,0.9974,,29.7,0.9974,,,0.9974,,Lib_Tech,0.9980,,2x4_inserts,0.8600,,Directional_Twin,0.9975,,147_150_152_154_156_158_159W_160_162W,0.8427,147_150_152_154_156_158_159W_160_162W:0.8427|152_154_156_158_159W_160:0.1404|154_156_158_159W:0.0169,2027_26_27_season,0.9526,,Mens_unisex_sizing,0.7800,,Tri_Ax_Bi_Ax_Fiberglass,0.9513,,Snowboard,0.9974,,,0.9963,,0.5,0.9000,,0.8,0.7000,,Zero_hazardous_waste_producing_factory,0.9868,,57.47,0.8000,,0.9,0.9000,,3_way_fiber_orientation_increases_snap_decreases_vibrations,0.6600,,Birch_internal_plus_UHMW_Sintered_Sidewalls,0.9514,,0.85,0.8000,,Magne_Traction,0.9535,,,,,Radial_sidecut_with_Mini_Magne_Traction,0.9974,,,,,,,,,,,,,,116.0,0.9974,,,,,,,,,,,,,,,,,,,,,,
JgQggXCuDH,Low_Pressure_Studio_BV,ThunderStorm,,0.9068,Medium_Camber:0.9068|Low_Camber:0.0932,0.65,0.8000,,949.99,0.8556,,0.8,0.8000,,Salomon_Sickstick,0.6151,,Ultra_Glide_S_7000_grade_sintered,0.9957,,78.0,0.9940,,6.0,0.9957,,2023,0.8000,,29.85,0.9940,,7.5,0.9940,,Advanced_Intermediate_to_Advanced,0.9892,,3.0,0.8000,,0.8,0.8000,,Step_Down_Rails_Top_3D,0.9957,,Ethan_Morgan_Tor_Lundstrom_Klaudia_Medlova,0.9926,,2600.0,0.9754,,Austria_CAPiTA_Mothership,0.9938,,,,,,,,25.6,0.9940,,82.0,0.8000,,117.0,0.9940,,,,,,,,,0.9857,,Bataleon,0.9957,,2x4_inserts,0.8899,,Tapered_Directional,0.8899,,144N_148N_152N_154_156_158_161_156W_159W_162W,0.9957,,2025/2026,0.9957,,Unisex_Genderless,0.9957,,Tri_Ax_Lamination,0.9957,,Snowboard,0.9957,,,0.8899,,10.0,0.9635,,0.7,0.8000,,FSC_certified_wood_cores,0.6329,,57.0,0.8000,,0.7,0.8000,,Triple_Base_Technology_3BT,0.9965,,Flex_Walls_urethane_poured,0.9957,,0.75,0.5970,,,,,,,,,,,6.0,0.9626,,Standard_2x4_compatible_non_Burton_EST,0.6892,,,,,Thunder_men_Storm_women_combined,0.9462,,,,,0.75,0.8000,,,,,84.4,0.9635,,,,,,,,,,,,,
Jivj8Q457u,Burton_Snowboards_founded_1977,Process_Flying_V,,0.9636,,0.8,0.7000,,703.99,0.9974,,1.0,0.9996,Available:0.9996|Sold_out:0.0004,Never_Summer_Proto_Type_Two_better_edge_hold,0.8836,,Sintered_durable_porous,0.9544,,79.5,0.9931,,2.5,0.9580,,2011,0.8400,2011:0.8400|2025:0.1600,29.49,0.9931,,8.1,0.9931,,Beginner,0.9742,,3.0,0.9963,,0.8,0.8000,,Flower_by_Annie_Spratt_soft_afar_intense_detailed,0.9726,,Mark_McMorris,0.9938,,,,,Austria_and_China,0.9990,,,,,,,,25.1,0.9931,,79.5,0.8000,,119.5,0.9931,,8.2,0.9931,,,,,,0.9401,,Burton,0.9980,,The_Channel,0.9636,,Twin,0.9581,,152_155_157_159_155W_157W_159W_162W,0.9419,,2026,0.9980,,Mens,0.9952,,Triax_fiberglass_three_layers,0.9581,,Snowboard,0.9890,,,0.9868,,0.0,0.9931,,0.5,0.8000,,Certified_B_Corporation,0.9991,,56.0,0.9931,,0.3,0.9000,,Dualzone_EGD_wood_grain_heel_toe,0.9414,,,,,0.65,0.7000,,Frostbite_Edges_enhanced_edge_hold,0.9544,,1.8,0.8000,,,,,,,,Compatible_all_major_best_Burton_EST,0.9360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jk0bK4iLtE,Burton_Snowboards_founded_1977,Custom_X,,0.9530,,0.8,0.7000,,879.99,0.9963,,0.9,0.9000,,Jones_Mountain_Twin_more_forgiving_better_ice_Custom_X_better_carver,0.8242,,Sintered_WFO,0.9529,,79.5,0.9963,,8.0,0.9107,8.0:0.9107|6-9_range:0.0893,2004,0.9945,,29.7,0.9963,,7.9,0.9963,,Advanced_to_Expert,0.9904,,,,,,,,Skull_inspired_lenticular_effect,0.9914,,,,,2720.0,0.8921,2720.0:0.8921|3520.0:0.0634|3002.0:0.0445,Keil_factory_Austria,0.9983,,,,,,,,25.0,0.9963,,,,,117.5,0.9963,,,,,,,,,0.5514,All_Mountain:0.5514|Aggressive_All_Mountain_Freeride:0.4486,Burton,0.9984,,The_Channel_all_major_bindings_best_Burton_EST,0.9529,,Directional_Twin,0.9530,,150_154_156_158_162cm,0.9923,,2026,0.9984,,Mens,0.9984,,Triax_fiberglass_with_Carbon_I_Beam,0.9868,,Snowboard,0.9984,,,0.9890,,-12.5,0.9923,,0.5,0.8000,,Bio_based_resin_reducing_carbon_footprint_50pct,0.9529,,56.0,0.9963,,0.7,0.8000,,End_grain_woods_in_impact_zones_lighter_elsewhere,0.9529,,,,,0.85,0.8000,,Frostbite_Edges_extended_under_bindings_hardpack_ice,0.9521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.5,0.9785,,,0.9743,,,,,,,,,,
K4BocAbogb,Nidecker_SA_Rolle_Switzerland,Sensor_Pro,,0.9998,,0.7,0.8000,Light_Core_Paulownia_Poplar_Beech:0.9244|Light_Core_Paulownia_Poplar_Beech_Spruce:0.0756,899.99,0.9974,,0.4,0.8000,,DOA_more_playful_buttery_hybrid_profile_Nidecker_better_edge_hold,0.7692,,N9000_Sintered_super_dense_high_carbon,0.9794,N9000_Sintered_super_dense_high_carbon:0.9794|N7000:0.0206,77.5,0.9969,,8.0,0.9308,8.0:0.9308|7.0:0.0569|6.0:0.0124,,,,29.7,0.9969,,7.9,0.9969,,Advanced,0.9969,,2.0,0.8000,,0.8,0.8000,,Absorbnid_Topsheet_vibration_dampening,0.9993,,Taylor_Gold_Craig_McMorris,0.9972,,,,,Swiss_designed_assembled_in_Asia,0.9742,,,,,,,,25.2,0.9969,,,,,120.0,0.9969,,,,,,,,,0.9822,,Nidecker,0.9969,,2x4_inserts_6_rows_2cm_intervals,1.0000,,True_Twin_symmetrical,0.9972,,150_154_158_158W_162,0.9969,,2027,0.9969,,Mens,0.9969,,Premium_Sandwich_Construction_with_carbon_stringers,0.9972,,Snowboard,0.9969,,,0.9804,,0.0,0.9969,,,,,One_percent_for_the_Planet,0.9742,,58.0,0.8000,,0.8,0.8000,,Orbital_Cushioning_shock_absorbing_urethane_around_inserts,0.9564,,,,,,,,,,,,,,,,,0.0,0.9969,,All_bindings_except_Burton_EST_channel,0.9341,,,,,Nidecker_Sensor_Plus_renamed_to_Sensor_Pro_for_MY2025,0.9782,,112.0,0.9969,,0.65,0.7000,,,,,76.0,0.6000,,,,,,,,,,,,,
KJWWonfftq,Burton_Snowboards_founded_1977,Fish_3D_Splitboard,,0.9519,,0.95,0.9000,,1119.99,0.9984,,0.8,0.8000,,Jones_Solution_Lib_Tech_Escalator_CAPiTA_Navigator,0.9868,,Sintered_WFO_high_density_wax_infused,0.9519,,79.5,0.9923,,6.0,0.7444,6.0:0.7444|4.5:0.2556,2025,0.6000,2025.5:0.7000|2021:0.3000,31.53,0.9923,,6.1,0.9923,,Advanced_Expert,0.5789,Advanced_Expert:0.5789|Expert_Powder_Backcountry:0.3330|Intermediate:0.0881,3.0,0.9940,,0.7,0.7000,,,,,,,,2900.0,0.9341,,Austria_Keil_and_China,0.9988,,,,,,,,26.0,0.9923,,105.0,0.6000,,109.5,0.9923,,6.4,0.9923,,,,,,0.9201,,Burton,0.9712,,The_Split_Channel_with_pre_mounted_pucks,0.9519,,Tapered_Directional,0.9301,,146_151_156_161cm,0.9907,,2026,0.9536,,Unisex,0.9571,,45_degree_Carbon_Highlights_tip_to_tail,0.9890,,Splitboard,0.9519,,,0.9519,,-50.0,0.9923,,0.4,0.8000,,FSC_Certified_core_woods,0.8633,,56.0,0.9923,,,,,,,,Slimrail_slanted_sidewalls_reduced_weight,0.9579,,0.85,0.8000,,,,,1.5,0.8000,,Hourglass_sidecut_instantaneous_short_medium_turns,0.9931,,3.0,0.8000,,Compatible_with_all_major_bindings,0.9038,,,,,Burton_Fish_Splitboard_discontinued,0.9950,,104.0,0.9539,,0.6,0.7000,,,,,,,,,,,,,,,,,,,
KO9P8mnjWD,Salomon_SAS_Amer_Sports,Sleepwalker,,0.9944,,0.75,0.9000,,489.99,0.9963,,0.8,0.8000,,Ride_Twinpig,0.8416,,Sintered,0.8146,Sintered:0.8146|Extruded_EG:0.1854,70.0,0.9955,,2.2,0.6522,Soft:0.6522|Medium:0.3478,2017,0.8000,,29.7,0.9963,,,,,Beginner_Intermediate,0.9963,,2.0,0.6000,,0.8,0.8000,,,,,Tommy_Gesme,0.9989,,,,,China_Asian_OEM,0.8445,,,,,,,,25.2,0.9955,,77.5,0.8000,,120.5,0.9955,,,,,29.9,0.9000,,,0.9940,,Salomon,0.9967,,2x4_Inserts,0.9963,,True_Twin,0.9954,,148_151_153_155_158_155W_158W,0.9967,,2025,0.9967,,Mens,0.9967,,Biaxial_Medium_Density_Fiberglass,0.9954,,Snowboard,0.9967,,,0.9948,,0.0,0.9963,,,,,FSC_certified_wood,0.9932,,57.91,0.8000,,,,,Royal_Rubber_Pads_2mm,0.9951,,ABS_Sidewalls,0.8082,,0.75,0.8000,,Freestyle_Edge_Bevel,0.9901,,,,,EQ_Rad_Sidecut,0.9828,EQ_Rad_Sidecut:0.9828|Quadratic_Sidecut:0.0172,,,,Standard_2x4_most_bindings,0.9963,,,,,Salomon_Villain,0.9692,,,,,,,,,,,,,,,,,,,,,,,,,
KR9ULnqSpB,Jones_Snowboards_Truckee_CA,Mens_Flagship_Pro,,0.9976,,0.85,0.8000,,1449.99,0.9974,,1.0,1.0000,,Amplid_Souly_Grail_K2_Alchemist_YES_PYL_Weston_Backwoods_Cardiff_Powgoda_United_Shapes_Cadet_Burton_Gril_Master,0.9839,,Ultra_Base_sintered_carbon_top_speed_wax,0.9281,,70.5,0.9940,,9.0,0.6205,9.0:0.6205|10.0:0.3795,2010,0.8836,,29.4,0.9940,,8.5,0.9940,,Advanced,0.9925,,3.0,0.6000,,0.8,0.8000,,Ash_Wood_Veneer_Topsheet,0.9082,,,,,,,,Dubai_Solico_Winter_Sport_Factory,0.9883,,,,,,,,24.6,0.9940,,,,,114.2,0.9940,,,,,,,,,0.5254,Directional_freeride:0.5254|Freeride-Powder:0.4746,Jones_Snowboards,0.9996,,2x4_Inserts,0.9940,,Tapered_Directional,0.9980,,154_158_159W_161_162W_164_165W,0.9872,154_158_159W_161_162W_164_165W:0.9872|154_158_159W:0.0128,2026,0.9978,,Mens,0.9988,,Fusion_Carbon_ultralight_tip_to_tail_carbon_fiberglass,0.9065,,Snowboard,0.9988,,,0.9925,,20.0,0.9940,,0.4,0.7873,,1pct_annual_sales_to_environment,0.9655,,60.0,0.9940,,,,,Koroyd_aerospace_lightest_most_advanced_dampening,0.9168,,Recycled_ABS_sidewalls_rounded_finish_reduce_chipping,0.9974,,0.75,0.7873,,Traction_Tech_3_0_three_bumps_per_edge,0.9281,,,,,Progressive_Sidecut_increasing_radius,0.7941,,12.5,0.7782,12.5:0.7782|12.0:0.2218,,,,,,,Carbon_Flagship_2013_2020_then_Ultra_Flagship_now_Pro,0.9959,,,,,0.45,0.7000,,,,,91.3,0.9317,,,,,,,,,,,,,
KUkP8e4cJC,Salomon_Group_founded_1947_Annecy_French_Alps,Abstract,,0.9976,,0.6,0.8000,,939.99,0.9466,,0.8,0.8000,,Capita_DOA_hybrid_camber_twin_464,0.9891,,Medium_Stone_Finish_sintered,0.9966,,77.5,0.9620,,5.0,0.7162,5.0:0.7162|6.0:0.2838,2023,0.8000,,29.9,0.9620,,8.0,0.9620,,Intermediate,0.9579,,2.0,0.9931,,,,,Desiree_Melancon_unity_human_connection,0.5500,Desiree_Melancon_unity_human_connection:0.5500|Emma_Crosby_Gian_Sutter:0.4500,Desiree_Melancon,0.9980,,,,,AMER_factory_Altenmarkt_Austria,0.9455,AMER_factory_Altenmarkt_Austria:0.9455|Contract_manufacturing_Asia:0.0545,,,,4.0,0.6250,,25.2,0.9620,,87.5,0.8000,,120.5,0.9620,,8.2,0.9620,,,,,,0.9988,,Salomon,0.9966,,2x4_Inserts,0.9956,,True_Twin_symmetrical,0.9976,,s138_143_147_151_153_155_158_155W_158W,0.9579,,2027,0.9956,,Unisex,0.9954,,Tri_Ax_Glass,0.9620,,Snowboard,0.9966,,,0.6428,Park_streets_all_mountain:0.6428|Park_primary_groomer_friendly:0.3515,,,,,,,FSC_certified_wood_strips,0.9466,,56.0,0.9620,,0.65,0.6000,,Ghost_Carbon_Beams_tip_tail,0.9726,,Royal_Rubber_Rails_full_length,0.7731,Royal_Rubber_Rails_full_length:0.7731|Royal_Rubber_ABS_high_pressure_zones:0.2095,,,,,,,1.9,0.8000,,Quadralizer_Sidecut,0.9976,,,,,2x4_insert_compatible_most_major_brands,0.9620,,0.95,0.9000,,Gypsy_and_Villain,0.9921,,,,,,,,,,,,,,,,,,,,,,,,,
KbdOmGMFUr,CAPiTA_Core_Srl_C3_Worldwide,Spring_Break_Resort_Twin,,0.9974,,0.7,0.7079,,1049.99,0.8500,,0.5,0.7000,,Burton_Good_Company_Lib_Tech_Off_Ramp_GNU_Money_Jones_Mountain_Twin,0.9994,,Powder_Drive_Base_sublimation,0.8500,,72.5,0.9709,59-86kg:0.9709|52-79kg:0.0291,5.0,0.9974,,2024,0.8000,,30.4,0.9974,,7.96,0.6000,,Intermediate_to_Advanced,0.6653,Intermediate_to_Advanced:0.6653|Beginner_to_Expert:0.3149,2.0,0.7840,,0.65,0.7000,,PLT_Technology_exclusive_no_lacquer,0.9963,,,,,2920.0,0.9548,,Austria_The_MotherShip,0.9945,,0.65,0.7000,,5.0,0.7000,,25.8,0.9974,,77.0,0.8000,63-91kg:0.9637|61-88kg:0.0363,121.1,0.9974,,8.06,0.6000,,30.8,0.8000,,,0.9608,,CAPiTA,0.9500,,2x4_Inserts,0.8500,,True_Twin,0.9974,,152_154_156_158_160_155W_158W,0.9458,152_154_156_158_160_155W_158W:0.9458|152_154_156_158_155W_158W:0.0542,2027,0.9500,,Mens,0.8222,,HolySheet_Tri_Bi_configuration,0.9963,,Snowboard,0.9500,,,0.9245,,0.0,0.8500,,0.3,0.8000,,Certified_B_Corporation,0.9995,,55.9,0.8000,,0.75,0.7000,,4x30mm_Carbon_VTech_Carbonflax,0.8500,,Not_specified,0.6667,,0.8,0.8000,,,,,3.2,0.8000,,New_Age_Radial_Death_Grip,0.9974,,0.0,0.9974,,,,,0.25,0.8000,,,,,,,,,,,0.75,0.7000,,86.7,0.9548,,0.4,0.7000,,0.8,0.8000,,0.7,0.8000,,,,
KroxkN1Bec,Never_Summer_Industries_Denver_CO,Propacamba,,0.9995,,0.65,0.7000,,599.99,0.8400,,0.75,0.7000,,CAPiTA_DOA_safest_park_recommendation_poppy,0.9212,,Durasurf_Sintered_4501_UHMWPE,0.9627,,82.0,0.8100,,7.0,0.9997,,2018,0.8000,,30.5,0.9978,,7.28,0.6000,,Intermediate_to_advanced_park_riders,0.9866,,,,,,,,Poly_Thermo_durable_lightweight_scratch_chip_resistant,0.9993,,,,,,,,Denver_Colorado_USA,0.9995,,,,,,,,25.1,0.9978,,,,,114.3,0.9589,114.3:0.9589|122.0:0.0411,,,,,,,,0.9992,,Academy_Snowboard_Co,0.9999,,2x4_Inserts_stainless_10mm,0.8800,,True_Twin,0.9627,,145_150_153_155_156W_158W,0.9963,,2024,0.9995,,Mens,0.8600,,Bi_Lite_Fibreglass,0.9518,,Snowboard,0.9986,,10.0,0.9912,,,,,0.7,0.6000,,,,,,,,0.9,0.9000,,Featherweight_Damping_System,0.9971,,Sintered_P_Tex_Sidewall,0.9518,,0.75,0.7000,,Full_Wrap_Metal_Edges,0.9971,,,,,Vario_Power_Grip_Sidecut,0.9518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L7ACf8KAB8,Burton_Corporation_Burlington_Vermont,Instigator,,0.5396,PurePop_Camber_evolution_of_traditional_camber:0.5396|Flat_Top_flat_between_feet_early_rise:0.4604,0.95,0.9000,,629.99,0.8800,,0.85,0.7000,,Held_own_vs_Jones_Mountain_Twin_better_than_Capita_Mercury,0.9517,,Extruded,0.9928,,68.0,0.8000,,2.0,0.8800,,2018,0.9847,,29.4,0.8800,,7.1,0.8800,,Beginner_Intermediate,0.5537,Beginner_Intermediate:0.5537|Beginner:0.4463,3.0,0.8000,,0.75,0.8000,,Bold_lines_fleetingness_of_life_soft_light_tones,0.6333,,,,,,,,China,0.9681,,0.5,0.8000,,7.5,0.8000,,25.2,0.8800,,,,,117.0,0.8800,,,,,,,,,0.9505,,Burton_Snowboards,0.9967,,The_Channel_Mounting_System_all_major_bindings,0.9871,,Directional,0.9539,,140_145_150_155_160_155W_160W_165W,0.7519,140_145_150_155_160_155W_160W_165W:0.7519|145_150_155_160_155W_160W_165W:0.2481,2025,0.9974,,Mens,0.9945,,Biax_Glass_biaxial_fibreglass_torsionally_soft,0.8153,,Snowboard,0.9974,,,,,-2.5,0.8800,,0.6,0.8000,,B_Corp_Certified,0.9827,,56.0,0.8800,,0.85,0.8000,,Infinite_Ride_overbuilt_machine_broken_in,0.9255,,Five_layer_topsheet_glass_core_glass_base,0.6625,,,,,Frostbite_Edges_extend_beneath_bindings,0.9965,,3.2,0.8000,,,,,5.0,0.9925,,All_major_brands_ReFlex_EST_disc,0.9887,,0.8,0.8000,,,,,,,,,,,0.5,0.8000,,,,,0.7,0.8000,,0.7,0.8000,,0.7,0.8000,,0.7,0.8000,
L7yAqDhlVO,,Fish_3D,,0.9572,,0.8,0.7000,,1049.99,0.9958,,0.8,0.8000,,Jones_Storm_Chaser,0.9806,,Sintered_WFO,0.8845,Sintered_WFO:0.8845|Recycled_Sintered_WFO:0.1155,79.5,0.9931,,4.5,0.6875,4.5:0.6875|6.0:0.3125,2021,0.9317,,30.03,0.9931,,6.1,0.9931,,Intermediate_Expert,0.3761,Intermediate_Expert:0.3761|Intermediate:0.3116|Intermediate_Advanced:0.2308|Advanced_Expert:0.0460|Expert:0.0354,3.0,0.8000,,0.5,0.3000,,,,,,,,2900,0.9517,,China,0.9793,,0.5,0.8000,,9.0,0.8000,,26.0,0.9931,,105.0,0.6000,,109.5,0.9931,,6.4,0.9989,,30.41,0.8000,,,0.9925,,Burton,0.9986,,The_Channel,0.9569,,Tapered_Directional,0.9572,,146_151_156_161cm,0.9988,,2027,0.9931,,Mens,0.8166,Mens:0.8166|Unisex:0.1834,Triax_45_Carbon_Highlights,0.9578,,Snowboard,0.9963,,10.0,0.9989,,-50.0,0.9991,,0.6,0.8000,,B_Corporation,0.9890,,56.0,0.9931,,0.5,0.7000,,,,,,,,0.8,0.8000,,,,,3.8,0.7000,,,,,3.0,0.8000,,Channel_requires_channel_bindings,0.9252,,0.8,0.8000,,,,,,,,,,,0.5,0.8000,,,,,0.7,0.8000,,0.7,0.8000,,0.7,0.8000,,0.5,0.8000,
LEdpx3Bvui,,Beast,,0.9974,,0.6,0.7000,,919.99,0.9974,,0.85,0.8000,,Burton_Custom_Camber_gold_standard_aggressive_AM_freestyle,0.6627,,Nanotech_wax_infused_sintered,0.9963,,65.0,0.9963,,9.0,0.9193,9.0:0.9193|8.0:0.0807,,,,29.5,0.9963,,7.6,0.9963,,Advanced,0.9940,,2.0,0.9945,,,,,,,,Ettala_Bergrem_Billtoft,0.9483,Ettala_Bergrem_Billtoft:0.9483|Ettala_Kleveland_Bergrem:0.0517,,,,,,,,,,,,,25.3,0.9963,,70.0,0.8000,,,,,8.0,0.9963,,30.0,0.9000,,,0.5714,Freestyle_Park:0.5714|Freestyle_All_Mountain:0.4286,Nitro,0.9974,,2x4_inserts_tighter_pattern,0.9818,,Twin,0.9974,,151mw_155mw_158mw_162mw,0.9733,151mw_155mw_158mw_162mw:0.9733|152_155_158_162:0.0174|151_155_157_158:0.0093,2026,0.9974,,Mens,0.6074,,Tri_Lite_Laminates,0.9963,,Snowboard,0.9974,,10.0,0.9948,,0.0,0.9974,,0.6,0.8000,,Made_with_100pct_solar_power,0.9963,,54.0,0.8000,,0.9,0.8442,,Carbon_Tape_longitudinal_reinforcement,0.9963,,Ureshred_Polyurethane,0.9764,Ureshred_Polyurethane:0.9764|ABS_Sidewall:0.0236,0.8,0.8000,,Recycled_Railkiller_50pct_recycled_steel,0.9963,,,,,Radial,0.9963,,,,,Standard_or_mini_disk,0.8185,,,,,,,,115.0,0.9963,,0.5,0.5032,,,,,,,,,,,,,,,,,,,
